2 4.16E-09 1.63E-09
2.01469 4.22E-09 1.65E-09
2.0295 4.27E-09 1.67E-09
2.04441 4.33E-09 1.69E-09
2.05943 4.39E-09 1.71E-09
2.07456 4.45E-09 1.73E-09
2.0898 4.51E-09 1.76E-09
2.10516 4.57E-09 1.78E-09
2.12063 4.63E-09 1.80E-09
2.13621 4.69E-09 1.83E-09
2.1519 4.76E-09 1.85E-09
2.16771 4.82E-09 1.87E-09
2.18364 4.89E-09 1.90E-09
2.19969 4.95E-09 1.92E-09
2.21585 5.02E-09 1.95E-09
2.23213 5.08E-09 1.97E-09
2.24853 5.15E-09 2.00E-09
2.26505 5.22E-09 2.03E-09
2.28169 5.29E-09 2.05E-09
2.29846 5.36E-09 2.08E-09
2.31534 5.44E-09 2.11E-09
2.33236 5.51E-09 2.13E-09
2.34949 5.58E-09 2.16E-09
2.36675 5.66E-09 2.19E-09
2.38414 5.73E-09 2.22E-09
2.40166 5.81E-09 2.24E-09
2.41931 5.89E-09 2.27E-09
2.43708 5.96E-09 2.30E-09
2.45499 6.04E-09 2.33E-09
2.47303 6.12E-09 2.36E-09
2.4912 6.21E-09 2.39E-09
2.5095 6.29E-09 2.42E-09
2.52794 6.37E-09 2.45E-09
2.54651 6.46E-09 2.49E-09
2.56522 6.54E-09 2.52E-09
2.58407 6.63E-09 2.55E-09
2.60306 6.72E-09 2.58E-09
2.62218 6.81E-09 2.62E-09
2.64145 6.90E-09 2.65E-09
2.66086 6.99E-09 2.68E-09
2.68041 7.08E-09 2.72E-09
2.7001 7.18E-09 2.75E-09
2.71994 7.27E-09 2.79E-09
2.73992 7.37E-09 2.82E-09
2.76006 7.47E-09 2.86E-09
2.78034 7.56E-09 2.89E-09
2.80076 7.66E-09 2.93E-09
2.82134 7.77E-09 2.97E-09
2.84207 7.87E-09 3.01E-09
2.86295 7.97E-09 3.04E-09
2.88399 8.08E-09 3.08E-09
2.90518 8.18E-09 3.12E-09
2.92652 8.29E-09 3.16E-09
2.94803 8.40E-09 3.20E-09
2.96969 8.51E-09 3.24E-09
2.99151 8.62E-09 3.28E-09
3.01349 8.74E-09 3.32E-09
3.03563 8.85E-09 3.37E-09
3.05793 8.97E-09 3.41E-09
3.0804 9.09E-09 3.45E-09
3.10303 9.21E-09 3.49E-09
3.12583 9.33E-09 3.54E-09
3.1488 9.45E-09 3.58E-09
3.17193 9.57E-09 3.63E-09
3.19524 9.70E-09 3.67E-09
3.21872 9.83E-09 3.72E-09
3.24236 9.95E-09 3.77E-09
3.26619 1.01E-08 3.81E-09
3.29019 1.02E-08 3.86E-09
3.31436 1.04E-08 3.91E-09
3.33871 1.05E-08 3.96E-09
3.36324 1.06E-08 4.01E-09
3.38795 1.08E-08 4.06E-09
3.41285 1.09E-08 4.11E-09
3.43792 1.10E-08 4.16E-09
3.46318 1.12E-08 4.21E-09
3.48863 1.13E-08 4.26E-09
3.51426 1.15E-08 4.31E-09
3.54008 1.16E-08 4.37E-09
3.56609 1.18E-08 4.42E-09
3.59229 1.19E-08 4.48E-09
3.61869 1.21E-08 4.53E-09
3.64527 1.22E-08 4.59E-09
3.67206 1.24E-08 4.65E-09
3.69904 1.26E-08 4.70E-09
3.72622 1.27E-08 4.76E-09
3.75359 1.29E-08 4.82E-09
3.78117 1.31E-08 4.88E-09
3.80895 1.32E-08 4.94E-09
3.83694 1.34E-08 5.00E-09
